Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d0e28e29538e4b494e82129f37b512fe6e61ca67e8c18000ee6edd0e65782cb3,2016-01,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
ee842298bbb02f62bd8cb05e8ac2674261a7092814fb8b55013ef28643ae1ee6,2016-01,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender given a caution
5d753454bacf646ba90006a4420ccae3d97bcf2eaac5108fc42e76d2040930a2,2016-01,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Offender given a caution
145c7bee9ad7e8c6cd475e31128c4c07f9ac0c3169682a5d6c6d28ff756eed57,2016-01,City of London Police,City of London Police,-0.091720,51.513454,On or near Supermarket,E01032739,City of London 001F,Offender given a caution
a7178c949753480faeaf8da85c2e35d621e2a596b4ce2e087766c02fc29103a0,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
f73d1f925af4579c9964b15ddc5082dc2c70f34c801112f12369a483ca12c15c,2016-01,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given penalty notice
8095734c5202c4120beac56adb0c2f038b6c8774069b9485f08200dbc78561ff,2016-01,City of London Police,City of London Police,,,No location,,,Suspect charged
92ab2ee03cdb19708fa62472cd067a82ee50970889342079620e4df0a59cfe5f,2016-01,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Suspect charged
102fe9c82cbc1aa8ceddbef7762c7a14b6756492f9d41a3736ce4acc3cc05185,2016-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Suspect charged
cc30dcdb20446b232a85e080642e0df858b6163713af5e3686429a5437c29272,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
e8d99238a2dc23de6eb76e3d6e654564eafdc8f1a7d741660e5a5d28c215f734,2016-01,City of London Police,City of London Police,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Investigation complete; no suspect identified
4d5b961f93a6c7c70f34c64abb1fa39609840ec2281e8258d886aa5bd2667b9f,2016-01,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
9b6a874777fbf3e9d651b513005c9d2fb034cb8f66f3b10cc0ab5901be117e58,2016-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender sent to prison
cc338e56664df69060e2ea2608342aa0862454bc2b7d988a5fd49160703bd71d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
ca0242e6bfe7f4c27e0199f97c8f900cd8989bc1f64b65a605a1d751bced0420,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
4839760a1a1988f3a9ea6474a1061c47f2678d615b307d29458db9a2e4b0899d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
4839760a1a1988f3a9ea6474a1061c47f2678d615b307d29458db9a2e4b0899d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
6f3da322d66ca7751d098c9cc6d039adc7ede64d09a540fba63ea4a1e3493193,2016-01,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
5a695ca78896a0f23145904ff7e8c7275e3bf0fc4dc1442533012b3674b85040,2016-01,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
1a143b77442d17175741023fab4070fdb8ef1e9c2f7fbe77499f5a974049caa3,2016-01,City of London Police,City of London Police,-0.078308,51.518091,On or near WIDEGATE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
18851c3bc0d5437dba4d00e05e624c85bc307a690b98b9621859d0f68c51d3be,2016-01,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
5d753454bacf646ba90006a4420ccae3d97bcf2eaac5108fc42e76d2040930a2,2016-01,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Offender given a caution
